movie_id,title,tags,cluster_label
12637,"New York, New York","an egotist saxophon player and a young singer meet on v-j day and embark upon a strain and rocki romance, even as their career begin a long uphil climb. new york, new york drama music romanc newyork jazz saxophonist fallinginlov unit artist chartoff-winkl product lizaminnelli robertdeniro lionelstand barryprimu dickmil marykayplac sheradan franksivero doncalfa martinscors irwinwinkl robertchartoff",324
34152,Crooklyn,"from spike lee come thi vibrant semi-autobiograph portrait of a school-teacher, her stubborn jazz-musician husband and their five kid live in '70 brooklyn. crooklyn comedi drama blackpeopl 1970 jazzmusician straßenkid dysfunctionalfamili independentfilm teacher urban parenthood univ pictur 40 acr & a mule filmwork alfrewoodard delroylindo davidpatrickkelli zeldaharri carltonwilliam sharifrash tse-machwashington christopherknow josézúñiga isaiahwashington ivelkarey spikel mannypérez richardwhiten rupaul keithjohnson spikel joiel cinquél",75
14434,I Think I Love My Wife,"richard cooper (rock) is a marri man and father of two who is just plain bore with marri life. not get ani sex from hi wife, he resort to ogl random women on the street to the point he take lunch late to look at them. when old crush nikki tru (kerri washington) visit hi offic to get a refer letter, she becom obsess with cooper and they begin a complic relationship. i think i love my wife comedi romanc fox searchlight pictur chrisrock kerrywashington ginatorr stevebuscemi edwardherrmann welkerwhit samanthaiv michaelkennethwilliam christinavid elizacoup chrisrock lisastewart",117
11470,Jason X,"in the year 2455, old earth is now a contamin planet abandon for centuri -- a brown world of violent storms, toxic landmass and poison seas. yet human have return to the deadli place that they onc fled, not to live, but to research the ancient, rust artifact of the long-gon civilizations. but it' not the harm environ that could prove fatal to the intrepid, young explor who have just land on old earth. for them, it' friday the 13th, and jason lives! jason x horror sciencefict placesandplanet spacemarin futur cryogen space slaughter seriesofmurd scientist freez new line cinema sean s. cunningham film crystal lake entertain kanehodd lexadoig chuckcampbel lisaryd davidcronenberg markusparilo jonathanpott dovtiefenbach melyssaad toddfarm kristiangu jamesisaac noelcunningham",345
10741,Bobby,"in 1968 the live of a retir doorman, hotel manager, loung singer, busboy, beautician and other intersect in the wake of robert f. kennedy' assassin at the ambassador hotel in lo angeles. bobbi histori drama hotel senat kitchen marriagecrisi polit xenophobia the weinstein compani bold film holli wiersma product anthonyhopkin heathergraham ashtonkutch maryelizabethwinstead helenhunt shialabeouf harrybelafont joybryant nickcannon emilioestevez laurencefishburn lindsaylohan williamh.maci demimoor martinsheen christianslat sharonston elijahwood joshuajackson emilioestevez hollywiersma edwardbass michellitvak",35
24940,Head Over Heels,"ordinari singl girl amanda pierc (monica potter) unexpectedli find herself share an awesom manhattan apart with four sexi supermodels. determin to bring amanda into their world, the model give her the ultim makeover. the plan work fabul as amanda connect with next door charmer jim winston (freddi prinze, jr.). that is, until one night... head over heel comedi romanc supermodel stalk model univ studio monicapott freddieprinzejr. shalomharlow ivanamiličević sarahmurdoch tomikofra chinachow stanleydesanti erin-mariedykeman jameskirk elysahogg kristinalewi bensilverman sammacmillan jaybrazeau raoulganeev brendanbei jodythompson brendaschad bettylind johnj.strauss markwat",53
82679,Fun Size,"wren is invit to a halloween parti by her crush, aaron riley, but she is also forc by her mother to take her oddbal littl brother albert with her when she goe out trick-or-tr on halloween. when she goe to the parti instead, she lose him and must find him befor her mother find out. fun size comedi halloween friend littlebroth trickortr boyfriendgirlfriendrelationship paramount pictur nickelodeon movi anonym content fake empir victoriajust jacksonnicol chelseahandl joshpenc janelevi thomasmann thomasmcdonel anagastey kerrikenney-silv zoeaggeliki abbyelliott rikilindhom johnnyknoxvil joshschwartz stephaniesavag",179
1440,Little Children,"the live of two lovelorn spou from separ marriages, a regist sex offender, and a disgrac ex-pol offic intersect as they struggl to resist their vulner and temptations. littl children romanc drama skateboard mother americanfootb adulteri wifehusbandrelationship smalltown erot vorort pedophilia loser infant housewif bourgeoisi deceivedwif playground stay-at-homedad castrat psychopath ex-cop children motherdaughterrelationship psychopathi masturb extramaritalaffair new line cinema standard film compani bona fide product katewinslet patrickwilson jenniferconnelli jackieearlehaley noahemmerich greggedelman phyllissomervil raymondj.barri janeadam tysimpkin sadiegoldstein helencarey maryb.mccann trinialvarado marshadietlein sarahbuxton chadwickbrown adammucci chancekelli walkerryan ericaberg catherinewolf chancekelli hunterreid toddfield albertberg ronyerxa",149
18041,Gossip,"on a beauti colleg campus, someth ugli is about to be spread around. a bit of gossip that wa told is start to take a frighten turn. who could it have offend and how far will the person on the other side of the gossip handl the embarrass situation. gossip drama mysteri thriller colleg suspen gossip rumor socialexperi villag roadshow pictur npv entertain warner bros. outlaw product (i) joshuajackson jamesmarsden katehudson lenaheadey normanreedu ericbogosian edwardjamesolmo sharonlawr marisacoughlan davisguggenheim",249
28029,A Walk on the Moon,the world of a young housewif is turn upsid down when she ha an affair with a free-spirit blou salesman. a walk on the moon drama romanc adulteri woodstock 1960 miramax film villag roadshow pictur groucho ii film partnership punch 21 product dianelan viggomortensen lievschreib annapaquin tovahfeldshuh stewartbick jessplatt bobbyboriello starjasp ellendavid lisabronwynmoor victoriabarkoff tamarkozlov lisajakub joeperrino jesselavendel tonygoldwyn dustinhoffman neilkoenigsberg jaycohen leegottsegen pamelagray murrayschisg,39
1123,Catch a Fire,"the true stori of anti-apartheid activist in south africa, and particularli the life of patrick chamusso, a timid foreman at secunda ctl, the largest synthet fuel plant in the world. patrick is wrongli accused, imprison and tortur for an attempt to bomb the plant, with the injust transform the apolit worker into a radicali insurgent, who then carri out hi own success sabotag mission. catch a fire action drama thriller policebrut resist southafrica apartheid africannationalcongress rightandjust mirag enterpri studio canal work titl film timrobbin derekluk bonniehenna mncedisishabangu tumishomasha sithembisokhumalo terrypheto micheleburg mpholovinga jessicaanstey charlottesavag nomhlénkyonyeni susandanford timbevan ericfelln anthonyminghella phillipnoyc robynslovo",50
14033,Soul Survivors,"a femal collag co-e freshman who wa involv in a fatal car crash discov she may not have surviv the tragedi after all when she becom caught between the world of the live and the dead a sort of limbo state of be between both the real and the spirit world in which the ghost of the afterlif want to collect her, or even worse, use her bodi in it transit state to enter our world soul survivor horror mysteri thriller hallucin carcrash death solesurvivor elizadushku melissasagemil wesbentley caseyaffleck angelafeatherston lukewilson allenhamilton kenmoreno carlpaoli barbarae.robertson richardpickren candacekroslak ryankitley ricksnyd t.j.jagodowski christinedunford scottbenjaminson amyfarrington dannygoldberg stephencarp",57
87729,Jefferson in Paris,"hi wife have recent died, thoma jefferson accept the post of unit state ambassador to pre-revolutionari france, though he find it difficult to adjust to life in a countri where the aristocraci subjug an increasingli restless peasantry. in paris, he becom smitten with cultur artist maria cosway, but, when hi daughter visit from virginia accompani by her attract slave, salli hemings, jefferson' attent are diverted. jefferson in pari drama romanc franc revolut biographi presid histori merchant ivori product touchston pictur nicknolt gretascacchi thandienewton gwynethpaltrow jean-pierreaumont simoncallow sethgilliam jamesearljon michaellonsd nancymarchand charlottedeturckheim lambertwilson vincentcassel stevekalfa jamesivori ruthprawerjhabvala ismailmerch",229
16899,Easy Virtue,"a young englishman marri a glamor american. when he bring her home to meet the parents, she arriv like a blast from the futur - blow their entrench british stuffi out the window. easi virtu comedi romanc bbc film endgam entertain eal studio fragil film odyssey entertain prescienc joe abram product jessicabiel benbarn kristinscottthoma colinfirth kimberleynixon katherineparkinson krismarsh jimmcmanu michaelarch charlotteriley piptorren christianbrassington jeremyhooton joannabacon barnabythompson stephanelliott jamesd.stern sheridanjobbin josephabram",449
41317,Caravans,"thi epic adventure-drama base on jame michener' best-sel novel concern a young american embassi offici who is sent into the middle-eastern desert to find the miss daughter of a us senator. the young woman ha left her husband, a colonel in the shadom - she wa hi number two wife - and ha opt for the lifestyl of a nomad tribe. when the diplomat locat the girl he join the caravan and attempt to persuad the girl to return. caravan action adventur drama romanc univ pictur ibex film fidci anthonyquinn jennifero'neil michaelsarrazin christopherl josephcotten barrysullivan behrouzvossoughi jeremykemp duncanquinn elmowilliam jamesfargo",420
245700,Mr. Turner,"eccentr british painter j.m.w. turner live hi last 25 year with gusto and secretli becom involv with a seasid landlady, while hi faith housekeep bear an unrequit love for him. mr. turner histori drama painter film4 lipsync product thin man film focu featur intern (ffi) franc 3 cinema xofa product untitl 13 timothysp dorothyatkinson marionbailey pauljesson lesleymanvil martinsavag ruthsheen davidhorovitch karljohnson peterwight joshuamcguir stuartmcquarri sylvestraletouzel leobil kateo'flynn sineadmatthew karinafernandez richardbremm markstanley jamiethomask tomwlaschiha patrickgodfrey niallbuggi fredpearson tomedden clivefr robertport jamesfleet nicholasjon rogerashton-griffith simonchandl edwarddesouza olivermaltman samkelli sandyfost amydawson alicebaileyjohnson aliceorr-ew veronicarobert richarddixon michaelkean jamesnorton davidry nicolasloan eleanori fenellawoolgar richardcorderi jamesdryden marcellomagni markwingett rubybent leeinglebi pearlchanda nedderrington philelstob peterhannah francescazoutewel billyholland michaelculkin vincentfranklin nicholaswoodeson elizabethberrington eileendavi bobgoodi terrencehardiman theresawatson judiscott angelacurran amandalawr judithamsenga helencoop stuartmatthew mikeleigh georginalow",315
16005,The Lucky Ones,"the stori revolv around three soldier — colee, t.k. and cheaver — who return from the iraq war after suffer injuri and learn that life ha move on without them. they end up on an unexpect road trip across the u.s. the lucki one comedi drama histori friendship war roadtrip independentfilm soldier timrobbin rachelmcadam michaelpeña kerrybishé mollyhagan markl.young howardplatt ardenmyrin coburngoss johnheard jenniferjoantaylor katherinelanasa briankoppelman davidlevien neilburg rickschwartz",154
44754,Margaret,"a young woman wit a bu accident, and is caught up in the aftermath, where the question of whether or not it wa intent affect mani people' lives. margaret drama newyork bu nightmar wit investig polic truth teacher blood student relationship famili fox searchlight pictur scott rudin product mirag enterpri gilbert film annapaquin mattdamon markruffalo matthewbroderick jeannieberlin jeanreno kieranculkin oliviathirlbi johngallagherjr. rosemariedewitt j.smith-cameron sarahsteel krystenritt allisonjanney joshhamilton kennethlonergan hinaabdullah enidgraham brittanyunderwood kellywolf lizacolón-zaya michaeleali sydneypollack scottrudin garygilbert kennethlonergan",93
23988,Stan Helsing,"it' halloween night and video store clerk stan hel just got stuck with a last minut request to deliv some videos. with hi best friend, hi best friend' date, and a smoke hot ex-girlfriend wait to go to a party, stan convinc them to take a side trip to stormi night estat for the drop. but the group get lock insid and stan discov he' actual stan van helsing, descendan stan hel comedi horror halloween slapstick duringcreditsst insight product diorabaird leslienielsen stevehowey kenanthompson tarawilson bencotton hollyeglington ildikoferenczi desilyd elysiarotaru zoriannakit denyc kathrynkirkpatrick twanholliday alainchanoin charleszuckermann larababalola jeffgulka nathandashwood graysonszakac robinnielsen jonjohnson leetichon mikeygrang aaronrota kelseymcilroy jeremycrittenden bozenga",358
43949,Flipped,"when juli meet bryce in the second grade, she know it' true love. after spend six year tri to convinc bryce the same, she' readi to give up - until he start to reconsider. flip romanc drama shyness basedonnovel unrequitedlov neighbor familyrelationship firstcrush younglov oppositesattract adolescentboy basedonyoungadultnovel reiner / greisman product madelinecarrol callanmcauliff rebeccademornay anthonyedward johnmahoney penelopeannmil aidanquinn kevinweisman morganlili ryanketzn ashleytaylor israelbroussard codyhorn ingar.wilson michaelbolten shaneharp stefaniescott patricialentz matthewgold wallacebridg robrein alangreisman",436
142,Brokeback Mountain,brokeback mountain is an ang lee film about two modern day cowboy who meet on a shepherd job in the summer of ’63. the two share a raw and power summer togeth that turn into a life long relationship conflict with the live they are suppo to live. brokeback mountain drama romanc gay countrysid homophobia lossoflov wyom rodeo fathermurd horsebackrid intol daughter marriagecrisi secretlov cowboy starcrossedlov river road entertain alberta film entertain focu featur good machin heathledg jakegyllenha randyquaid michellewilliam annehathaway larryre valerieplanch martyantonini lindacardellini annafari davidharbour petermcrobbi katemara davetrimbl robertamaxwel angl dianaossana jamesschamu,157
9603,Clueless,"shallow, rich and social success cher is at the top of her beverli hill high school' peck scale. see herself as a matchmaker, cher first coax two teacher into date each other. embolden by her success, she decid to give hopelessli klutzi new student tai a makeover. when tai becom more popular than she is, cher realiz that her disapprov ex-stepbroth wa right about how misguid she wa -- and fall for him. clueless comedi drama romanc puberti highschool makeamatch spoiledchild gayinterest conflict womandirector paramount pictur aliciasilverston staceydash brittanymurphi paulrudd donaldfaison elisadonovan breckinmey jeremysisto danhedaya wallaceshawn twinkcaplan justinwalk juliebrown nicolebilderback scottrudin amyheckerl robertlawr",208
10712,Far from Heaven,"in 1950 connecticut, a housewif face a marit crisi and mount racial tension in the outsid world. far from heaven drama romanc blackpeopl wifehusbandrelationship botanist homosexu clear blue sky product juliannemoor dennisquaid dennishaysbert patriciaclarkson violadavi jamesrebhorn michaelgaston celiaweston junesquibb chancekelli christinevachon toddhayn jodypatton",27
243938,Hot Tub Time Machine 2,"when lou, who ha becom the ""father of the internet,"" is shot by an unknown assailant, jacob and nick fire up the time machin again to save their friend. hot tub time machin 2 comedi timetravel sequel hottub duringcreditsst paramount pictur unit artist metro-goldwyn-may (mgm) robcorddri craigrobinson clarkduk adamscott chevycha gillianjacob biancahaa collettewolf kumailnanjiani kelleestewart joshheald gretchenkoern lisaloeb jessicawilliam brucebuff marianapaolavic christianslat jasonjon oliviajordan christineb staceyasaro johncusack adamherschman kishasierra stevepink andrewpanay joshheald",179
10876,Quills,"a nobleman with a literari flair, the marqui de sade live in a madhou where a beauti laundri maid smuggl hi erot stori to a printer, defi order from the asylum' resid priest. the titil passag whip all of franc into a sexual frenzy, until a fierc conserv doctor tri to put an end to the fun. quill drama asylum frenchrevolut french smuggl maid fox searchlight pictur industri entertain walru & associ hollywood partner charenton product geoffreyrush katewinslet joaquinphoenix michaelcain billiewhitelaw patrickmalahid ameliawarn janemenelau stephenmoy tonypritchard michaeljenn dannybabington stephenmarcu elizabethberrington edwardtudor-pol roncook rebeccapalm philipkaufman juliachasman",47
86838,Seven Psychopaths,a struggl screenwrit inadvert becom entangl in the lo angel crimin underworld after hi oddbal friend kidnap a gangster' belov shih tzu. seven psychopath comedi crime suicid alcohol sex screenwrit underworld fight kidnap parti murder scam losangel gangster explo crimin shihtzu struggl blueprint pictur cb film british film institut (bfi) film4 colinfarrel samrockwel woodyharrelson christopherwalken tomwait abbiecornish olgakurylenko zeljkoivanek michaelpitt michaelstuhlbarg helenamattsson lindabrightclay harrydeanstanton jameslandryhébert christophergehrman christianbarilla josephlyletaylor kevincorrigan gaboureysidib longnguyen christinemarzano frankalvarez brendansextoniii amandawarren johnbishop richardwharton johnnybolton ronniegeneblevin taichanngo bonni samanthacutaran kirandeol patricko'connor grahambroadb martinmcdonagh peterczernin,108
25208,The Caveman's Valentine,"in thi spine-tingl and visual stun thriller, academi awardâ®-nomin samuel l. jackson (unbreakable, shaft, pulp fiction deliv a ""full-throttl performance"" (people) as romulu ledbetter, a misunderstood musician turn recluse, hide from person demon in a new york citi cave. when romulu find the frozen bodi of a young drifter in a tree, the author - includ hi polic offic daughter (aunjann ellis) - claim the death is accidental. romulu is convinc the man wa murder by promin art photograph david leppenraub (colm feore). but how can he prove he' right when everyon think he' insane? the caveman' valentin drama mysteri thriller womandirector franchi pictur focu featur jersey shore samuell.jackson colmfeor annmagnuson aunjanueelli tamaratuni anthonymichaelh kasilemmon georgedawesgreen",141
97370,Under the Skin,"jonathan glazer' atmospheric, visual arrest abstract star scarlett johansson as a seduct alien who prowl the street of glasgow in search of prey: unsuspect men who fall under her spell, onli to be consum by a strang liquid pool. under the skin thriller sciencefict drama malenud scotland edinburgh alien verylittledialogu scottish screen uk film council filmnat entertain nick wechsler product creativ scotland british film institut film4 silver reel jw film a24 scarlettjohansson kryštofhádek paulbrannigan michaelmoreland scottdymond jeremymcwilliam lynseytaylormackay dougiemcconnel kevinmcalinden d.mead andrewgorman joeszula royarmstrong alisonchand benmil oscarmil leefan mariusbincu stephenhorn adampearson maymew gerrygoodfellow daveacton jessicam nickwechsl jonathanglaz jameswilson",217
801,"Good Morning, Vietnam","radio funni man adrian cronauer is sent to vietnam to bring a littl comedi back into the live of the soldiers. after set up shop, cronauer delight the g.i. but shock hi superior officer, sergeant major dickerson, with hi irrev take on the war. while dickerson attempt to censor cronauer' broadcasts, cronauer pursu a relationship with a vietnam girl name trinh, who show him the horror of war first-hand. good morning, vietnam comedi drama war rockandrol radiost warcrim entertain explo cynic radio vietnamwar vietcong gi u.s.airforc dyinganddeath radiopres humor saigon provoc rightandjust silver screen partner iii touchston pictur robinwilliam forestwhitak tungthanhtran chintarasukapatana brunokirbi robertwuhl j.t.walsh noblewillingham richardedson juneysmith richardportnow cubanguyen danstanton donstanton floydvivino barrylevinson markjohnson mitchmarkowitz larrybrezn",34
70829,The Last Godfather,"young-goo the son of mafia boss don carini, is too foolish to be part of the mafia elite. one day, young-goo come to hi father and is train by toni v to be hi father' successor. a few day later, young-goo accid rescu nancy, the onli daughter of don bonfante, the boss of a rival mafia family. but vinnie, an under-boss of the bonfant famili kidnap her and fabric that young-goo ha taken her. vinnie' behavior provok an arm conflict between the two families. the last godfath action comedi thriller harveykeitel jasonmew blakeclark jonpolito paulhipp michaelrispoli jocelindonahu loganshea jackkehl debramooney johnpinett stephaniedanielson michellemaniscalco shimhyung-ra matthewj.c shimhyung-ra",48
54518,Justin Bieber: Never Say Never,"tell the stori of justin bieber, the kid from canada with the hair, the smile and the voice: it chronicl hi unprec rise to fame, all the way from busk in the street of stratford, canada to put video on youtub to sell out madison squar garden in new york as the headlin act dure the my world tour from 2010. it featur usher, scooter braun, ludacris, sean kingston, antonio ""l.a."" reid, boyz ii men, miley cyrus, jaden smith, justin' famili member and part of hi crew and huge fanba in a mix of interview and guest performances. it wa relea in 3d in theater all around the world and is the highest gross concert movi of all time, beat the previou record held by michael jackson' thi is it from 2009. justin bieber: never say never documentari music famili manag canada pops star prayer musiccompetit tourbu aftercreditsst duringcreditsst justinbieb insurg pictur magic elv product scooter braun film justinbieb mileycyru usherraymond jadensmith seankingston jonm.chu",372
44214,Black Swan,"a ballet dancer win the lead in ""swan lake"" and is perfect for the role of the delic white swan - princess odett - but slowli lose her mind as she becom more and more like odile, the black swan. black swan drama thriller danc competit sex dancer obsess paranoia insan suspen ballet newyorkc heartbreak mentalil mad swanlak ballerina bodyhorror fox searchlight pictur dune entertain protozoa pictur cross creek pictur natalieportman milakuni vincentcassel barbarahershey winonaryd benjaminmillepi kseniasolo kristinaanapau janetmontgomeri sebastianstan tobyhemingway sergiotorrado markmargoli tinasloan abrahamaronofski charlottearonofski marciajeankurtz shauno'hagan chrisgartin deborahoffn stanleyb.herman adrienecouvillion sarahhay leslielyl johnepperson patrickheus annebergstedtjordanova daralinakomar timlacatena darrenaronofski josephp.reidi mikemedavoy arnoldmess brianoliv scottfranklin jerryfruchtman rosegarnett",110
240,The Godfather: Part II,"in the continu saga of the corleon crime family, a young vito corleon grow up in sicili and in 1910 new york. in the 1950s, michael corleon attempt to expand the famili busi into la vegas, hollywood and cuba. the godfather: part ii drama crime italo-american cuba vorort melancholi prai reveng mafia lawyer blood corruptpolitician bloodybodyofchild manpuncheswoman paramount pictur the coppola compani alpacino robertduv dianekeaton robertdeniro johncaz taliashir leestrasberg michaelv.gazzo g.d.spradlin richardbright francescadesapio orestebaldini gastonemoschin giuseppesillato brunokirbi franksivero morganak mariannahil leopoldotriest dominicchian fayspain harrydeanstanton dannyaiello rogercorman williambow jamescaan tomrosqui amerigotot troydonahu johnaprea joespinel abevigoda terelivrano giannirusso mariacarta mariocoton carminecaridi carmineforesta kathleenbel ivonnecol romancoppola sofiacoppola shokosugi jamesgounari nickdiscenza josephmedaglia josephdellasort carmenargenziano joelogrippo ezioflagello liviogiorgi saveriamazzola titoalba johnnynaranjo eldamaida salvatorepo ignaziopappalardo andreamaugeri peterlacort vincentcoppola peterdonat tomdahlgren philfeldman joedenicola edwardvansickl gabriellabelloni venanciagrangerard g.d.spradlin ericayohn garykurtz conniemason frankpesc victorpujolsfaneyt juliegregg larryguardino buckhoughton richardmatheson johnmegna jayrasumni filomenaspagnuolo julianvoloshin shôkosugi romancoppola italiacoppola francisfordcoppola grayfrederickson fredroo monaskag",269
9816,Save the Last Dance,"a white midwestern girl move to chicago, where her new boyfriend is a black teen from the south side with a rough, semi-crimin past. save the last danc drama famili romanc music balletdanc music ballet mtv film cort/madden product juliastil seanpatrickthoma kerrywashington fredrostarr terrykinney biancalawson vincegreen garlandwhitt elisabethoa artelgreat corystewart jenniferanglin dorothymartin kimtlusti feliciafield orajon tabbak kevinreid andrewrothenberg mekdesbruk jerodhoward robertw.cort davidmadden douglascurti thomascart scarlettlacey mariecantin",149
10131,A Nightmare on Elm Street 4: The Dream Master,"dream demon freddi krueger is resurrect from hi appar demise, and rapidli track down and kill the remaind of the elm street kids. however, kristen, who can draw other into her dreams, will her special abil to her friend alice. alic soon realiz that freddi is take advantag of that unknown power to pull a new group of children into hi foul domain. a nightmar on elm street 4: the dream master horror thriller martialart nightmar supernatur highschool resurrect sequel diner alcohol disfigur dream new line cinema robertenglund tuesdayknight kensago rodneyeastman lisawilcox andrasjon dannyhassel brooketheiss toynewkirk nicholasmel brookebundi hopemariecarlton mickeyyablan linneaquigley duanedavi jacquelynmasch richardgarrison johnbeckman kristenclayton jodymontana cherylrichardson joiemagidow joannalipari wandabursey kishabrackel pato'n robertshay rennyharlin jefflevin robertshay rennyharlin racheltalalay",291
339984,Miracles from Heaven,a faith base movie. a young girl suffer from a rare digest disord find herself miracul cure after surviv a terribl accident. base on the book 'three miracl from heaven' by christi beam. miracl from heaven drama miracl christian cure womandirector accid tristar pictur soni pictur entertain jennifergarn kylierog martinhenderson brightonsharbino courtneyfansl queenlatifah eugenioderbez kellycollinslintz johncarrolllynch brandonspink rhodagriffi ericamcg waynepér brucealtman hannahalligood zachsal gwenwaymon kennyalfonso gregoryalanwilliam kevinsizemor juddlormand christinabach maiamoss-fif taral barbaravinc sheamchugh summerpark morganburch sawyersharbino carlashin emeraldrobinson bradleybowen blakesewel lindseymccollough normaalvarez suehylael-attar mattmercurio johncrow j.m.longoria scotthunt prestonbak kevinsizemor paulandrewo'connor brycezentkovich sierracheyennesizemor karolinakennedydurr kyliefansl joeroth t.d.jake patriciariggen devonfranklin,376
8859,"Dude, Where’s My Car?","jess and chester, two bumbl stoners, wake up one morn from a night of parti and cannot rememb where they park their car. they encount a varieti of peopl while look for it, includ their angri girlfriends, an angri street gang, a transexu stripper, a cult of alien seek fanatics, and alien in human form look for a mystic devic that could save or destroy the world. dude, where’ my car? comedi dude amnesia idiot auto friendship cannabi hangov spoof teenag drug alcoholabu celebr car duringcreditsst child twentieth centuri fox film corpor alcon entertain ashtonkutch seannwilliamscott kristyswanson jennifergarn marlasokoloff davidherman halspark charlieo'connel johntoles-bey christianmiddelthon davebannick turtl bobclendenin marylynnrajskub kevinchristi gilnett broderickjohnson andrewa.kosov dannylein wayneallanr",444
11967,Young Guns,"a group of young gunmen, led by billi the kid, becom deputi to aveng the murder of the rancher who becam their benefactor. but when billi take their author too far, they becom the hunted. young gun crime action adventur drama western corrupt sheriff deputysheriff ranch billythekid outlaw neighbor twentieth centuri fox film corpor morgan creek product emilioestevez kiefersutherland loudiamondphillip charliesheen dermotmulroney caseysiemaszko terencestamp jackpal terryo'quinn sharonthomascain geoffreyblak alicecart briankeith patrickwayn thomascallaway lisaban victorizay dannykamin tomcrui joeroth christophercain",410
239563,St. Vincent,"a young boy whose parent just divorc find an unlik friend and mentor in the misanthropic, bawdy, hedonistic, war veteran who live next door. st. vincent comedi babysitt friendship neighbor divorc childofdivorc the weinstein compani crescendo product chernin entertain goldenlight film billmurray melissamccarthi naomiwatt jaedenlieberh chriso'dowd terrencehoward kimberlyquinn lennyvenito natecorddri dariobarosso anndowd katharinadamm scottadsit alyssaruland alexandrafong gretal ronmclarti rege.cathey deirdreo'connel melanienicholls-k portia maria-christinaolivera rayiannicelli jeffbow frankwood brendawehl orlaghcassidi ronbush fredroo jennotop peterchernin theodoremelfi",41
222899,About Last Night,"a modern reimagin of the classic romant comedy, thi contemporari version close follow new love for two coupl as they journey from the bar to the bedroom and are eventu put to the test in the real world. about last night comedi romanc duringcreditsst screen gems, inc. rainforest film oliv bridg entertain kevinhart michaeleali reginah joybryant christophermcdonald paulapatton adamrodríguez jovannyvenega joelotruglio terrellowen jessicalu selitaebank stevepink williampack willgluck",29
4951,10 Things I Hate About You,"bianca, a tenth grader, ha never gone on a date, but she isn't allow to go out with boy until her older sister kat get a boyfriend. the problem is, kat rub nearli everyon the wrong way. but bianca and the guy she ha her eye on, joey, are eager, so joey fix kat up with patrick, a new kid in town just bitter enough for kat. 10 thing i hate about you comedi romanc drama shakespear sister highschool cannabi decept teenmovi shrew archeri feel-goodend oppositesattract duringcreditsst teenagerom playadapt overprotectivefath mad chanc jaret entertain touchston pictur heathledg juliastil josephgordon-levitt larisaoleynik davidkrumholtz andrewkeegan susanmaypratt gabrielleunion larrymil darylmitchel allisonjanney davidleisur gregjackson kylecea terenceheuston cameronfra ericriedmann quinnmaixn demegiokimbrough toddbutl dennismosley biancakajlich nickvukel benlaur aidankennedi jelaniquinn jessedi aarontherol carloslacámara heathertaylor joshuathorp j.r.johnson wendygottlieb brianhood travismul arikarczag laurakenni aliceevan jesperingli nickbrown moniquepowel brianmashburn kayhanley michaeleisenstein andrewlazar giljung karenmccullahlutz kirstensmith",186
10985,The New Guy,"nerdi high school senior dizzi harrison ha final gotten lucki -- after purpo get expelled, he take lesson in 'badass cool' from a convict and enrol at a new school. but can he keep up the ruse? the new guy comedi famili prison dualid ident loser highschool losangel duringcreditsst revolut studio frontier pictur bedlam pictur djquall elizadushku zooeydeschanel lylelovett jerodmixon illeanadougla parryshen kurt juliuscarri m.c.gainey eddiegriffin sunnymabrey rosspatterson tonyhawk geoffreylewi charlieo'connel joshtodd henryrollin davidhasselhoff eddect toddgarn davidkend markciardi gordongray",30
9644,National Lampoon's Loaded Weapon 1,"an la detect is murder becau she ha microfilm with the recip to make cocain cookies. a ""lethal weapon"" style cop team tri to find and stop the fiend befor they can dope the nation by distribut their ware via the ""wilder girls"" cooki drive. nation lampoon' load weapon 1 comedi cocain polic spoof losangel new line cinema emilioestevez samuell.jackson jonlovitz timcurri kathyireland whoopigoldberg williamshatn frankmcra f.murrayabraham richardmol denisleari charliesheen coreyfeldman brucewilli lancekinsey billnunn linshay jamesdoohan deniserichard philhartman charlescyph charlesnapi rickducommun paulgleason suzannetodd davidwilli genequintano",368
332567,The Shallows,"an injur surfer strand on a buoy need to get back to shore, but the great white shark stalk her might have other ideas. the shallow horror drama thriller mexico beach surfer island surviv youngwoman shark greatwhiteshark trap animalattack animalhorror prey columbia pictur ombra film weimaran republ pictur blakel óscarjaenada angelojosuelozanocorzo josémanueltrujillosala brettcullen sedonalegg pablocalva diegoespejel janellebailey avadean chelseamoodi sullyseagul lynnharri jaumecollet-serra mattileshem",389
1954,The Butterfly Effect,"a young man struggl to access sublim childhood memories. he find a techniqu that allow him to travel back into the past, to occupi hi childhood bodi and chang history. however, he soon find that everi chang he make ha unexpect consequences. the butterfli effect sciencefict thriller amnesia chaostheori blackout timetravel flashback new line cinema filmengin katalyst film benderspink provinc of british columbia product servic tax credit ashtonkutch melorawalt amysmart eldenhenson williamleescott ericstoltz loganlerman ethansupl nathanieldeveaux keving.schmidt jessejam callumkeithrenni irenegorovaia johnpatrickamedori cameronbright lorenag kendallcross johntierney tedfriend johnb.low camillesullivan tarawilson jessehutch billcroft kevanohtsji danielspink meilanipaul grantthompson chrisbend ericbress j.mackyegrub a.j.dix j.c.spink anthonyrhulen",240
15489,Snow Day,"when a school in upstat new york is snow in, a group of student hi-jack a plow to keep the school closed.. snow day comedi famili paramount pictur nickelodeon movi chevycha chriselliott jeansmart iggypop pamgrier emmanuellechriqui johnschneid schuylerfisk markwebb zenagrey joshpeck jadeyork damianyoung connormatheu j.adambrown davidpaetkau rozonda""chilli""thoma katharineisabel carlypop keawong lorenag willmcrobb chrisviscardi chriskoch",396
